0.0,-2.441407787046046e-08,-4.882815574092092e-08,-2.441407787046046e-08,-2.441407787046046e-08,-2.441407787046046e-08,-2.441407787046046e-08,-2.441407787046046e-08,-2.441407787046046e-08,-2.441407787046046e-08,-2.441407787046046e-08
0.036734693877551024,-2.441407787046046e-08,-2.441407787046046e-08,2.44140210270416e-08,7.812500371073838e-07,1.7333984487777343e-06,2.6123045699932845e-06,3.4423826491547516e-06,4.077148560099886e-06,4.638671953216544e-06,5.126953283252078e-06
0.07346938775510205,-2.441407787046046e-08,2.44140210270416e-08,1.904296823340701e-06,4.101562581126927e-06,6.079101467548753e-06,7.836914164727204e-06,9.37499976316758e-06,1.0742187669166015e-05,1.1962890539507498e-05,1.2939453199578566e-05
0.11020408163265308,-2.441407787046046e-08,4.150390395807335e-07,3.759765832000994e-06,7.0068356308183866e-06,1.0058594170914148e-05,1.2744141031362233e-05,1.5112304254216724e-05,1.72363272668008e-05,1.9018554894500994e-05,2.0483397975112894e-05
0.1469387755102041,-2.441407787046046e-08,8.30078079161467e-07,5.1025392622250365e-06,9.497070323050139e-06,1.3598633131550741e-05,1.72363272668008e-05,2.053222692666168e-05,2.3413085955326096e-05,2.583007722023467e-05,2.800292918436753e-05
0.1836734693877551,2.44140210270416e-08,9.76562432697392e-07,6.079101467548753e-06,1.157226529358013e-05,1.682128845459374e-05,2.1386719026850187e-05,2.5634765052018338e-05,2.924804743997811e-05,3.244628919674142e-05,3.515624871397449e-05
0.22040816326530616,-2.441407787046046e-08,1.0986327652062755e-06,6.61621083963837e-06,1.3232421451903065e-05,1.953124979081622e-05,2.5268555191360065e-05,3.0371095135706128e-05,3.488769675641379e-05,3.8745118445149274e-05,4.2041014467031346e-05
0.2571428571428572,-2.441407787046046e-08,1.1230468999201548e-06,6.933593567737262e-06,1.445312523173925e-05,2.1948242874714197e-05,2.8710938067888492e-05,3.481445332909061e-05,4.01123036226636e-05,4.4628905243371264e-05,4.843750161853677e-05
0.2938775510204082,-2.441407787046046e-08,1.1230468999201548e-06,7.080078148646862e-06,1.5234374814099283e-05,2.3950195327415713e-05,3.183593821631803e-05,3.8940430613365606e-05,4.497070426623395e-05,5.0708007847788394e-05,5.51025407276029e-05
0.3306122448979592,-4.882815574092092e-08,1.1230468999201548e-06,7.177734232755029e-06,1.5698242577855126e-05,2.534179679969384e-05,3.437500004110916e-05,4.2407227965668426e-05,4.963378910360916e-05,5.56884772322519e-05,6.0766600881834165e-05
0.3673469387755102,-2.441407787046046e-08,1.1474609209471964e-06,7.177734232755029e-06,1.604003978172841e-05,2.6562500579530024e-05,3.6596680956790806e-05,4.558105524665734e-05,5.3906249604551704e-05,6.064453214094101e-05,6.650390446338861e-05
