0.000000000000000000e+00,-4.882809889750205912e-08,-2.441407787046045996e-08,-2.441407787046045996e-08,-2.441407787046045996e-08,-2.441407787046045996e-08
3.673469387755102372e-02,-2.441407787046045996e-08,1.074218744179233909e-06,3.100585900028818287e-06,4.638671725842868909e-06,5.786132987850578502e-06
7.346938775510204744e-02,0.000000000000000000e+00,3.515624939609551802e-06,7.714843377470970154e-06,1.096191408578306437e-05,1.330566374235786498e-05
1.102040816326530781e-01,-2.441407787046045996e-08,5.541992322832811624e-06,1.198730478790821508e-05,1.699218773865140975e-05,2.058105383184738457e-05
1.469387755102040949e-01,-2.441407787046045996e-08,7.153320439101662487e-06,1.589355451869778335e-05,2.263183523609768599e-05,2.761230462056118995e-05
1.836734693877551117e-01,0.000000000000000000e+00,8.325195267389062792e-06,1.940917900355998427e-05,2.817382846842519939e-05,3.447265589784365147e-05
2.204081632653061562e-01,-2.441407787046045996e-08,9.179687367577571422e-06,2.260742257931269705e-05,3.332519372634124011e-05,4.125976738578174263e-05
2.571428571428571730e-01,-2.441407787046045996e-08,9.619140655559021980e-06,2.536621104809455574e-05,3.820800884568598121e-05,4.758300747198518366e-05
2.938775510204081898e-01,-2.441407787046045996e-08,9.887695341603830457e-06,2.775878965621814132e-05,4.289550815883558244e-05,5.424804658105131239e-05
3.306122448979592066e-01,-2.441407787046045996e-08,1.003417946776608005e-05,2.978515658469405025e-05,4.694824201578740031e-05,5.993652484903577715e-05
3.673469387755102233e-01,-2.441407787046045996e-08,1.008300750982016325e-05,3.137207204417791218e-05,5.126953146827872843e-05,6.564941759279463440e-05
4.040816326530612401e-01,0.000000000000000000e+00,1.013183555187424645e-05,3.264160295657347888e-05,5.483398308570031077e-05,7.104491851350758225e-05
4.408163265306123124e-01,-2.441407787046045996e-08,1.018066450342303142e-05,3.344726610521320254e-05,5.820312617288436741e-05,7.624511817994061857e-05
4.775510204081633292e-01,0.000000000000000000e+00,1.018066450342303142e-05,3.400878813408780843e-05,6.108398702053818852e-05,8.120117308862973005e-05
5.142857142857143460e-01,0.000000000000000000e+00,1.018066450342303142e-05,3.442382694629486650e-05,6.357421989378053695e-05,8.591308323957491666e-05
5.510204081632653628e-01,-2.441407787046045996e-08,1.025390611175680533e-05,3.464355359028559178e-05,6.586914423678535968e-05,9.025878716784063727e-05
5.877551020408163795e-01,-2.441407787046045996e-08,1.025390611175680533e-05,3.476562596915755421e-05,6.750488137186039239e-05,9.431152466277126223e-05
6.244897959183673963e-01,0.000000000000000000e+00,1.027832058753119782e-05,3.483886575850192457e-05,6.892089913890231401e-05,9.760742432263214141e-05
6.612244897959184131e-01,-2.441407787046045996e-08,1.032714862958528101e-05,3.488769471005070955e-05,6.992187445575837046e-05,9.934081936080474406e-05
6.979591836734694299e-01,0.000000000000000000e+00,1.030273415381088853e-05,3.496093813737388700e-05,7.084960998327005655e-05,9.936523747455794364e-05
7.346938775510204467e-01,-2.441407787046045996e-08,1.032714862958528101e-05,3.503417792671825737e-05,7.136230306059587747e-05,9.938964831235352904e-05
7.714285714285714635e-01,0.000000000000000000e+00,1.032714862958528101e-05,3.498535261314827949e-05,7.153320075303781778e-05,9.936523747455794364e-05
8.081632653061224802e-01,-2.441407787046045996e-08,1.035156219586497173e-05,3.505859240249264985e-05,7.192382508947048336e-05,9.938964831235352904e-05
8.448979591836734970e-01,0.000000000000000000e+00,1.042480471369344741e-05,3.513183582981582731e-05,7.192382508947048336e-05,9.936523747455794364e-05
8.816326530612246248e-01,-2.441407787046045996e-08,1.035156219586497173e-05,3.518066478136461228e-05,7.211914089566562325e-05,9.936523747455794364e-05
9.183673469387756416e-01,0.000000000000000000e+00,1.042480471369344741e-05,3.525390457070898265e-05,7.224120963655877858e-05,9.938964831235352904e-05
9.551020408163266584e-01,0.000000000000000000e+00,1.044921918946783990e-05,3.518066478136461228e-05,7.233886753965634853e-05,9.936523747455794364e-05
9.918367346938776752e-01,0.000000000000000000e+00,1.042480471369344741e-05,3.522949373291339725e-05,7.216796984721440822e-05,9.936523747455794364e-05
